id,full_name,p_b,job,country,state,city,series,no_of_units,marketing,warranty
2541,Astrix Staton,Personal,Game developer,Canada,Ontario,Collingwood,Inspiron,2,Tech Blogs,6
2542,Garik Kestin,Personal,Software Engineer,United States,California,Mountain View,Chromebook,1,Tech Blogs,12
2543,Kim Mourgue,Business,Software Engineer,United States,California,Los Angeles,Inspiron,20,Tech Blogs,6
2544,Barb Blue,Personal,Student,United States,California,San Diego,Alienware,2,Tech Blogs,12
2545,Delcine Redrup,Business,Game developer,Canada,Ontario,Camlachie,Dell Security,76,Tech Blogs,24
2546,Shadow Button,Business,Game developer,Canada,Ontario,Arnprior,Alienware,35,Tech Blogs,6
2547,Meghan Thomke,Personal,Student,Canada,Ontario,Skatepark,Dell Security,2,Social Networks,36
2548,Gabriela Ledeker,Business,Software Engineer,Canada,Ontario,Rayside-Balfour,Inspiron,94,Tech Blogs,6
2549,Randolph Aleksankov,Personal,Student,Canada,Ontario,Windsor,Dell Storage,1,Tech Blogs,24
2550,Dorothy Hatley,Personal,Student,United States,California,Garden Grove,Dell Security,2,Tech Blogs,6
2551,Allie McVaugh,Personal,Software Engineer,United States,California,Pasadena,Dell Storage,1,Tech Blogs,12
2552,Justen Harpur,Personal,Game developer,United States,California,Los Angeles,Alienware,1,Tech Blogs,24
2553,Shane Lupton,Business,Software Engineer,Canada,Ontario,Angus,Alienware,59,Tech Blogs,12
2554,Kelley Gemlett,Business,Software Engineer,United States,California,Los Angeles,Dell Storage,99,Tech Blogs,36
2555,Trix Glewe,Personal,Student,United States,California,Sacramento,Dell Storage,1,Tech Blogs,36
2556,Benjie McClean,Business,Game developer,Canada,Ontario,Sarnia,Dell Storage,55,Social Networks,24
2557,Tiebout Neeves,Personal,Student,Canada,Ontario,Smiths Falls,Dell Storage,2,Tech Blogs,6
2558,Aeriel Rackley,Personal,Chef,Canada,Ontario,St. Catharines,Dell Storage,1,Tech Blogs,12
2559,Arlee Kulis,Personal,Software Engineer,United States,California,Oakland,Dell Storage,2,Tech Blogs,36
2560,Carlie Caselli,Personal,Student,United States,California,Long Beach,Dell Storage,1,Tech Blogs,36
2561,Nicko Grayer,Personal,Software Engineer,United States,California,Oakland,XPS,2,Tech Blogs,24
2562,Lorita Kinningley,Business,Software Engineer,United States,California,Los Angeles,Alienware,75,Tech Blogs,6
2563,Frederic Diggell,Business,Software Engineer,Canada,Ontario,Oshawa,Dell Security,38,Tech Blogs,6
2564,Corly Delafoy,Personal,Student,Canada,Ontario,Lambton Shores,Chromebook,2,Tech Blogs,6
2565,Latrina Brosenius,Personal,Game developer,United States,California,San Diego,Alienware,1,Tech Blogs,24
2566,Daveta Ellerker,Personal,Software Engineer,Canada,Ontario,Orangeville,Dell Storage,1,Tech Blogs,12
2567,Margaretha Beare,Personal,Student,United States,California,San Diego,Dell Storage,1,Tech Blogs,6
2568,Rahal Kelk,Personal,Chef,United States,California,San Diego,Dell Storage,2,Social Networks,36
2569,Perrine Cullimore,Personal,Software Engineer,United States,California,Salinas,Dell Storage,2,Social Networks,12
2570,Penelopa Feron,Business,Software Engineer,United States,California,Garden Grove,Dell Security,87,Tech Blogs,36
2571,Thea Danaher,Business,Software Engineer,Canada,Ontario,Espanola,Chromebook,25,Tech Blogs,36
2572,Olivier Overell,Personal,Game developer,Canada,Ontario,Hearst,Dell Storage,2,Tech Blogs,24
2573,Bayard Spearing,Business,Game developer,India,Andhra Pradesh,Agraharam,Dell Security,91,Social Networks,24
2574,Dierdre Willoughey,Business,Game developer,United States,California,San Jose,XPS,57,Tech Blogs,24
2575,Cortney Martugin,Personal,Software Engineer,Canada,Ontario,North Bay,Chromebook,2,Tech Blogs,12
2576,Rutger Lockitt,Business,Software Engineer,Canada,Ontario,Barrie,Inspiron,64,Tech Blogs,36
2577,Happy Friman,Personal,Game developer,Canada,Ontario,Brampton,Alienware,2,Tech Blogs,12
2578,Nathalia Rigmand,Personal,Game developer,United States,California,Fresno,Dell Storage,2,Tech Blogs,12
2579,Calvin Yggo,Personal,Chef,United States,California,San Diego,Alienware,2,Tech Blogs,6
2580,Leif Pauley,Personal,Game developer,Canada,Ontario,Marathon,Dell Security,1,Tech Blogs,12
2581,Ericka Bazire,Personal,Game developer,Canada,Ontario,Markham,Alienware,1,Tech Blogs,6
2582,Nert Ronchka,Personal,Chef,United States,California,Glendale,Alienware,2,Social Networks,36
2583,Benyamin Darington,Business,Game developer,United States,California,Irvine,XPS,64,Tech Blogs,12
2584,Maxy Eade,Personal,Chef,Canada,Ontario,Carleton Place,Dell Storage,2,Tech Blogs,6
2585,Sallyann Shutte,Business,Software Engineer,United States,California,San Francisco,XPS,58,Tech Blogs,6
2586,Hoebart Vandrill,Personal,Software Engineer,Canada,Ontario,Gananoque,Alienware,1,Tech Blogs,6
2587,Zahara Syce,Business,Game developer,United States,California,Santa Barbara,XPS,64,Tech Blogs,24
2588,Kalie Burnel,Personal,Software Engineer,Canada,Ontario,North Perth,Alienware,1,Tech Blogs,12
2589,Luci Treadwell,Personal,Chef,Canada,Ontario,Oshawa,Dell Security,2,Tech Blogs,24
2590,Ramsey Seavers,Personal,Student,Canada,Ontario,Kingston,Chromebook,1,Tech Blogs,12
2591,Corbin Whyffen,Business,Game developer,United States,California,Van Nuys,Chromebook,32,Tech Blogs,6
2592,Elladine Waddam,Business,Software Engineer,Canada,Ontario,Greater Napanee,Chromebook,67,Social Networks,24
2593,Allsun Veryan,Business,Software Engineer,Canada,Ontario,Pembroke,Dell Storage,94,Tech Blogs,24
2594,Lindon Schermick,Business,Game developer,Canada,Ontario,Woodstock,Alienware,42,Tech Blogs,6
2595,Dianemarie Ely,Personal,Student,Canada,Ontario,Rayside-Balfour,Alienware,1,Tech Blogs,6
2596,Thaxter Trulock,Personal,Software Engineer,Canada,Ontario,Concord,Alienware,2,Tech Blogs,24
2597,Nikolaos Goodsall,Business,Game developer,Canada,Ontario,South River,Alienware,42,Tech Blogs,12
2598,Rosalia Ord,Business,Software Engineer,Canada,Ontario,Powassan,Inspiron,88,Tech Blogs,24
2599,Sandie Domenico,Personal,Game developer,Canada,Ontario,Oshawa,Inspiron,2,Tech Blogs,12
2600,Pammy Kovnot,Personal,Software Engineer,United States,California,Santa Barbara,Dell Storage,1,Tech Blogs,12
2601,Darlene Whittle,Personal,Game developer,India,Andhra Pradesh,Agraharam,Chromebook,1,Social Networks,24
2602,Lauri Nevill,Business,Software Engineer,United States,California,Lancaster,Dell Storage,66,Tech Blogs,24
2603,Harlan Tschirschky,Personal,Software Engineer,Canada,Ontario,Espanola,Inspiron,2,Tech Blogs,24
2604,Tildi Dillway,Personal,Chef,United States,California,Sacramento,Inspiron,2,Tech Blogs,24
2605,Nonnah Perren,Personal,Student,United States,California,Corona,XPS,2,Tech Blogs,24
2606,Marijo Kezar,Business,Game developer,United States,California,San Jose,Chromebook,38,Tech Blogs,36
2607,Donna Croker,Business,Software Engineer,India,Andhra Pradesh,Agraharam,XPS,74,Social Networks,12
2608,Shauna Ratie,Personal,Game developer,Canada,Ontario,Kingston,Chromebook,1,Tech Blogs,24
2609,Demetre Chrisp,Personal,Student,United States,California,Sacramento,XPS,1,Tech Blogs,6
2610,Hank Balderston,Business,Software Engineer,United States,California,Corona,Chromebook,93,Tech Blogs,24
2611,Arnie Saura,Personal,Student,United States,California,San Diego,Chromebook,2,Social Networks,36
2612,Merrile Brunesco,Personal,Chef,United States,California,Pasadena,Dell Storage,1,Tech Blogs,6
2613,Almeda Tocknell,Personal,Chef,United States,California,Simi Valley,Chromebook,2,Tech Blogs,24
2614,Jed Rothwell,Personal,Software Engineer,Canada,Ontario,Petawawa,XPS,1,Tech Blogs,36
2615,Liv Hulburt,Business,Software Engineer,Canada,Ontario,Milton,Dell Security,98,Tech Blogs,6
2616,Sarette Rosenhaupt,Business,Game developer,United States,California,Simi Valley,Dell Storage,64,Tech Blogs,6
2617,Chris Tuison,Personal,Chef,Canada,Ontario,Fort Erie,Dell Security,2,Tech Blogs,36
2618,Robert Langsbury,Personal,Software Engineer,United States,California,San Diego,Dell Storage,2,Tech Blogs,24
2619,Deni Bryers,Business,Software Engineer,Canada,Ontario,Keswick,Alienware,86,Tech Blogs,12
2620,Augustine Hanbury,Personal,Chef,United States,California,San Francisco,XPS,2,Tech Blogs,24
2621,Alan Sievewright,Business,Game developer,United States,California,Los Angeles,XPS,55,Tech Blogs,6
2622,Forrester Shawl,Personal,Software Engineer,Canada,Ontario,Aylmer,Dell Storage,2,Tech Blogs,6
2623,Ephrayim Watting,Personal,Software Engineer,United States,California,Orange,Dell Storage,2,Tech Blogs,12
2624,Vivie Armiger,Personal,Software Engineer,United States,California,San Diego,Inspiron,2,Tech Blogs,24
2625,Booth Maciunas,Personal,Software Engineer,United States,California,San Francisco,Dell Storage,2,Tech Blogs,24
2626,Fidel Brumham,Personal,Software Engineer,Canada,Ontario,Niagara Falls,Alienware,1,Tech Blogs,6
2627,Haven Whitmarsh,Business,Game developer,Canada,Ontario,Thessalon,Alienware,77,Tech Blogs,36
2628,Quinton Neesam,Personal,Software Engineer,Canada,Ontario,Sarnia,Dell Storage,1,Tech Blogs,24
2629,Lynnette Yandle,Business,Software Engineer,Canada,Ontario,Omemee,Alienware,72,Tech Blogs,12
2630,Yalonda Whiteley,Personal,Software Engineer,Canada,Ontario,Toronto,Chromebook,2,Tech Blogs,6
2631,Debor De Michetti,Business,Game developer,Canada,Ontario,Neebing,Chromebook,95,Tech Blogs,6
2632,Velvet Lorraine,Personal,Game developer,Canada,Ontario,Waterloo,Dell Storage,2,Tech Blogs,12
2633,Kele Steuhlmeyer,Personal,Chef,United States,California,Oakland,Chromebook,1,Tech Blogs,36
2634,Brion Critchard,Business,Software Engineer,Canada,Ontario,Windsor,Dell Security,48,Tech Blogs,36
2635,Kanya Joseff,Business,Game developer,Canada,Ontario,North Bay,Dell Security,95,Tech Blogs,24
2636,Regan Glozman,Personal,Student,United States,California,Los Angeles,XPS,1,Tech Blogs,6
2637,Joscelin Dowgill,Business,Software Engineer,Canada,Ontario,Barrie,Alienware,71,Social Networks,12
2638,Omero Benian,Personal,Game developer,Canada,Ontario,Newmarket,Dell Storage,1,Tech Blogs,36
2639,Emmye Torrejon,Business,Game developer,United States,California,Los Angeles,Chromebook,67,Tech Blogs,6
2640,Ricoriki Tavernor,Business,Game developer,United States,California,Sacramento,Chromebook,82,Tech Blogs,6
2641,Sigfrid Bauer,Personal,Software Engineer,Canada,Ontario,Petawawa,Dell Security,2,Tech Blogs,24
2642,Des Jardine,Personal,Student,United States,California,Stockton,Chromebook,2,Tech Blogs,36
2643,Demetri Sirmond,Personal,Software Engineer,United States,California,San Francisco,Dell Storage,2,Tech Blogs,12
2644,Birgit Dearlove,Personal,Game developer,United States,California,Van Nuys,Inspiron,1,Tech Blogs,6
2645,Kevina Aberchirder,Personal,Student,United States,California,Los Angeles,Alienware,2,Tech Blogs,12
2646,Robinette Peotz,Personal,Game developer,United States,California,Oakland,Inspiron,2,Tech Blogs,6
2647,Dolly Helks,Personal,Student,Canada,Ontario,Windsor,Dell Storage,1,Tech Blogs,6
2648,Parker Rowlson,Personal,Game developer,Canada,Ontario,Hanover,XPS,1,Tech Blogs,24
2649,Phip Cartmael,Personal,Game developer,United States,California,Long Beach,Dell Storage,2,Tech Blogs,12
2650,Kristoffer Decourcy,Business,Software Engineer,United States,California,San Diego,Dell Security,76,Tech Blogs,12
2651,Obadiah Blaza,Business,Game developer,United States,California,San Francisco,Chromebook,24,Tech Blogs,36
2652,John Ferronet,Business,Software Engineer,United States,California,Sacramento,Alienware,26,Tech Blogs,12
2653,Adrian Roma,Business,Game developer,Canada,Ontario,Picton,Chromebook,82,Social Networks,36
2654,Hallie Burdess,Business,Game developer,Canada,Ontario,Wingham,Dell Storage,48,Social Networks,24
2655,Umeko Speechly,Personal,Software Engineer,Canada,Ontario,Little Current,Alienware,1,Tech Blogs,24
2656,Gerrie Sheivels,Personal,Chef,United States,California,Fresno,Inspiron,1,Tech Blogs,6
2657,Fairlie Lanktree,Personal,Software Engineer,United States,California,Sacramento,XPS,2,Tech Blogs,24
2658,Ardelia Vamplus,Personal,Game developer,United States,California,Fresno,Dell Storage,2,Tech Blogs,24
2659,Rufus Rosenstein,Business,Game developer,United States,California,Santa Barbara,Inspiron,31,Tech Blogs,12
2660,Malinda Rau,Personal,Chef,United States,California,Los Angeles,XPS,2,Tech Blogs,12
2661,Dieter Rysom,Personal,Software Engineer,United States,California,Sacramento,Dell Storage,1,Tech Blogs,12
2662,Othella Brosh,Personal,Student,United States,California,Los Angeles,Dell Storage,1,Tech Blogs,12
2663,Mona Cluatt,Personal,Software Engineer,Canada,Ontario,Lambton Shores,Alienware,2,Tech Blogs,6
2664,Mora Dower,Business,Game developer,United States,California,Los Angeles,Alienware,76,Tech Blogs,6
2665,Aldin Poundford,Personal,Game developer,United States,California,Carlsbad,Dell Security,2,Tech Blogs,12
2666,Yolanthe Simanenko,Business,Software Engineer,Canada,Ontario,Willowdale,Dell Security,37,Tech Blogs,12
2667,Khalil Antonov,Business,Software Engineer,United States,California,San Rafael,Alienware,45,Tech Blogs,36
2668,Sherri Allflatt,Business,Game developer,United States,California,San Diego,Dell Security,20,Tech Blogs,6
2669,Jess Perutto,Business,Game developer,Canada,Ontario,Toronto,Chromebook,39,Tech Blogs,12
2670,Ibby Blazej,Business,Software Engineer,United States,California,Oceanside,Chromebook,54,Tech Blogs,36
2671,Isabelita Kieran,Personal,Chef,United States,California,Garden Grove,XPS,2,Tech Blogs,24
2672,Kathleen Morican,Personal,Chef,United States,California,Fresno,Chromebook,2,Tech Blogs,24
2673,Emanuele Coldham,Personal,Chef,Canada,Ontario,Kingston,Chromebook,2,Tech Blogs,36
2674,Jaquith Jollye,Business,Software Engineer,United States,California,Sacramento,Chromebook,48,Tech Blogs,12
2675,Verge Bendig,Personal,Software Engineer,United States,California,Santa Rosa,Dell Security,1,Tech Blogs,12
2676,Bartholomeo Macellar,Business,Software Engineer,Canada,Ontario,North York,Inspiron,43,Tech Blogs,6
2677,Letizia Badland,Business,Software Engineer,United States,California,Oakland,Alienware,25,Tech Blogs,6
2678,Debee Fargher,Personal,Student,United States,California,Palmdale,Alienware,2,Tech Blogs,12
2679,Kali Krollman,Business,Software Engineer,Canada,Ontario,St. Catharines,Dell Storage,43,Tech Blogs,24
2680,Cicily Aronovitz,Personal,Game developer,Canada,Ontario,South River,Alienware,2,Tech Blogs,36
2681,Leon Banbrook,Personal,Software Engineer,Canada,Ontario,Pickering,Dell Security,2,Tech Blogs,12
2682,Ainsley Bastian,Personal,Chef,Canada,Ontario,Orillia,Inspiron,2,Tech Blogs,6
2683,Aube Falks,Business,Software Engineer,United States,California,Richmond,XPS,58,Tech Blogs,36
2684,Glynn Cattell,Business,Game developer,India,Andhra Pradesh,Agraharam,XPS,97,Social Networks,6
2685,Fidole Pomfrey,Business,Game developer,Canada,Ontario,Thorold,Dell Security,61,Tech Blogs,12
2686,Mariette Moar,Personal,Game developer,Canada,Ontario,Toronto,XPS,1,Tech Blogs,24
2687,Reamonn Halfacre,Business,Game developer,United States,California,Pasadena,XPS,69,Tech Blogs,6
2688,Mychal Mowsley,Personal,Game developer,United States,California,San Bernardino,Dell Security,1,Tech Blogs,12
2689,Leonid Layfield,Personal,Software Engineer,Canada,Ontario,Pickering,Alienware,2,Social Networks,12
2690,Annabal Leeke,Personal,Chef,Canada,Ontario,Espanola,Alienware,1,Tech Blogs,24
2691,Sean Letrange,Business,Software Engineer,United States,California,Pasadena,Chromebook,36,Tech Blogs,12
2692,Berry Medhurst,Personal,Software Engineer,Canada,Ontario,Sarnia,Inspiron,1,Tech Blogs,24
2693,Kesley Eger,Personal,Game developer,United States,California,Sacramento,Alienware,2,Tech Blogs,24
2694,Dasi Lusty,Personal,Student,United States,California,Los Angeles,Dell Storage,2,Tech Blogs,36
2695,Claudio Wogdon,Business,Software Engineer,United States,California,Fresno,Dell Security,90,Tech Blogs,36
2696,Findlay Sawforde,Business,Software Engineer,United States,California,Oakland,Inspiron,76,Tech Blogs,36
2697,Sibylla Delmage,Business,Software Engineer,United States,California,San Diego,Dell Storage,78,Tech Blogs,36
2698,Shina Feaveryear,Business,Software Engineer,United States,California,San Jose,Dell Security,72,Tech Blogs,24
2699,Harrietta Tenney,Business,Game developer,United States,California,San Francisco,Inspiron,51,Tech Blogs,12
2700,Ailee Strutt,Business,Game developer,Canada,Ontario,Thorold,XPS,22,Tech Blogs,24
2701,Heath Camamill,Business,Software Engineer,Canada,Ontario,Aylmer,Inspiron,75,Tech Blogs,6
2702,Orson Robb,Personal,Game developer,United States,California,Inglewood,XPS,2,Social Networks,36
2703,Antonia Heiss,Business,Game developer,United States,California,Sacramento,XPS,61,Tech Blogs,24
2704,Adrien Baldick,Personal,Software Engineer,Canada,Ontario,South River,Alienware,2,Tech Blogs,12
2705,Nat Spry,Personal,Chef,United States,California,San Jose,Inspiron,2,Tech Blogs,6
2706,Jacinta Beamiss,Business,Software Engineer,United States,California,Richmond,Chromebook,81,Tech Blogs,24
2707,Corny Brotheridge,Personal,Chef,Canada,Ontario,Collingwood,Chromebook,1,Tech Blogs,36
2708,Ulises Pershouse,Personal,Software Engineer,Canada,Ontario,Pickering,Alienware,1,Tech Blogs,12
2709,Amabelle Duke,Personal,Game developer,United States,California,Glendale,Dell Storage,2,Tech Blogs,12
2710,Niall Molyneaux,Personal,Game developer,United States,California,Newport Beach,XPS,2,Tech Blogs,12
2711,Neville O'Dwyer,Business,Software Engineer,Canada,Ontario,Deep River,Dell Storage,85,Tech Blogs,6
2712,Nevin Garriock,Personal,Student,Canada,Ontario,Skatepark,Dell Storage,1,Tech Blogs,6
2713,Husein Sommerled,Personal,Chef,United States,California,Chico,Chromebook,1,Tech Blogs,6
2714,Davide Tillerton,Personal,Game developer,United States,California,Anaheim,Alienware,2,Tech Blogs,12
2715,Corrie Stibbs,Personal,Chef,Canada,Ontario,Owen Sound,XPS,1,Tech Blogs,12
2716,Dallon Jacobsz,Personal,Game developer,Canada,Ontario,Wingham,Inspiron,2,Tech Blogs,6
2717,Ciel Groom,Business,Software Engineer,Canada,Ontario,Dorchester,Alienware,22,Tech Blogs,6
2718,Rozalin Mullinder,Business,Game developer,United States,California,Sacramento,Alienware,32,Tech Blogs,6
2719,Norri Winckle,Personal,Game developer,United States,California,San Francisco,Dell Security,2,Tech Blogs,12
2720,Freemon People,Business,Software Engineer,India,Andhra Pradesh,Agraharam,Dell Storage,22,Social Networks,24
2721,Staffard Mistry,Business,Game developer,United States,California,San Jose,Dell Security,83,Tech Blogs,6
2722,Benedict Chapelle,Business,Game developer,Canada,Ontario,Orangeville,Dell Storage,37,Social Networks,6
2723,Corney Yakobowitz,Personal,Chef,Canada,Ontario,Clarence-Rockland,Dell Storage,1,Tech Blogs,12
2724,Tuck Thiese,Personal,Chef,United States,California,Sacramento,Chromebook,1,Tech Blogs,24
2725,Kerwinn Chaim,Personal,Software Engineer,Canada,Ontario,Owen Sound,Inspiron,2,Tech Blogs,24
2726,Artur Picot,Personal,Game developer,Canada,Ontario,Mattawa,Chromebook,2,Tech Blogs,12
2727,Edwina Caush,Business,Game developer,Canada,Ontario,Fort Erie,Dell Security,94,Tech Blogs,36
2728,Layne Larrat,Personal,Game developer,United States,California,Stockton,Dell Storage,1,Tech Blogs,6
2729,Shaun Presdie,Personal,Game developer,United States,California,Stockton,Inspiron,2,Tech Blogs,6
2730,Zacharia Mabey,Personal,Chef,Canada,Ontario,Midland,XPS,2,Tech Blogs,12
2731,Devland Witard,Business,Software Engineer,United States,California,San Diego,Alienware,43,Tech Blogs,24
2732,Anselm Schwier,Business,Game developer,United States,California,Oakland,Alienware,68,Tech Blogs,24
2733,Carmina Guilloux,Business,Game developer,United States,California,Sunnyvale,Chromebook,100,Tech Blogs,24
2734,Falkner Tarbett,Personal,Chef,United States,California,Bakersfield,Inspiron,1,Social Networks,24
2735,Agretha Capron,Personal,Student,United States,California,Sacramento,Alienware,2,Tech Blogs,36
2736,Milton Vanshin,Business,Software Engineer,United States,California,Huntington Beach,XPS,29,Tech Blogs,36
2737,Ailina Lighterness,Business,Software Engineer,United States,California,San Jose,Alienware,23,Tech Blogs,24
2738,Fawn Scipsey,Personal,Student,Canada,Ontario,Bancroft,Alienware,1,Tech Blogs,36
2739,Gretchen Romaines,Personal,Software Engineer,United States,California,San Diego,Alienware,1,Tech Blogs,36
2740,Monique Baford,Personal,Game developer,Canada,Ontario,Waterloo,Dell Storage,2,Tech Blogs,24
2741,Archie Corcoran,Business,Game developer,United States,California,Sacramento,Alienware,71,Tech Blogs,12
2742,Pia Akeherst,Business,Software Engineer,United States,California,San Diego,Inspiron,68,Tech Blogs,12
2743,Celinda Yuryev,Personal,Chef,Canada,Ontario,Casselman,Inspiron,1,Tech Blogs,12
2744,Annmaria Tock,Personal,Student,Canada,Ontario,Windsor,Dell Storage,1,Tech Blogs,6
2745,Bettine Kelf,Business,Software Engineer,Canada,Ontario,Ottawa,Dell Storage,44,Social Networks,24
2746,Kasey Heustace,Personal,Chef,United States,California,San Francisco,Chromebook,2,Tech Blogs,36
2747,Lacie Ackenhead,Personal,Student,Canada,Ontario,Markham,Dell Security,2,Tech Blogs,36
2748,Christy Manford,Business,Game developer,United States,California,San Jose,Alienware,65,Tech Blogs,36
2749,Preston McIlriach,Business,Game developer,Canada,Ontario,Powassan,Chromebook,92,Tech Blogs,24
2750,Nissa Jandera,Business,Game developer,United States,California,Los Angeles,Chromebook,57,Tech Blogs,36
2751,Janessa Yelland,Personal,Chef,United States,California,San Jose,Alienware,1,Tech Blogs,6
2752,Morgan Wheal,Business,Game developer,Canada,Ontario,Powassan,Dell Storage,26,Tech Blogs,6
2753,Melicent Lauchlan,Personal,Software Engineer,United States,California,Salinas,XPS,1,Tech Blogs,24
2754,Nester Delbergue,Business,Game developer,Canada,Ontario,Ajax,Alienware,25,Tech Blogs,36
2755,Ron Dodgshun,Personal,Chef,United States,California,Los Angeles,Alienware,2,Tech Blogs,12
2756,Brooks Loade,Personal,Game developer,Canada,Ontario,Carleton Place,XPS,1,Tech Blogs,36
2757,Gleda Akister,Business,Software Engineer,United States,California,San Francisco,XPS,33,Tech Blogs,36
2758,Jarrid Brosoli,Personal,Software Engineer,United States,California,Garden Grove,Dell Storage,1,Tech Blogs,12
2759,Loren Adelsberg,Personal,Game developer,United States,California,Santa Rosa,Inspiron,1,Tech Blogs,24
2760,Lindsey Mileham,Business,Game developer,Canada,Ontario,Pembroke,Chromebook,27,Tech Blogs,36
2761,Berkie Spinige,Business,Software Engineer,Canada,Ontario,London,Chromebook,67,Tech Blogs,24
2762,Rafa Le febre,Personal,Chef,United States,California,San Diego,Chromebook,1,Tech Blogs,6
2763,Tracie Faivre,Personal,Student,United States,California,San Diego,XPS,1,Tech Blogs,36
2764,Devi Whettleton,Personal,Student,United States,California,Pasadena,Dell Storage,2,Tech Blogs,24
2765,Jehu Huntley,Personal,Software Engineer,United States,California,Oceanside,Inspiron,1,Tech Blogs,6
2766,Sidnee Youhill,Personal,Student,Canada,Ontario,Brampton,XPS,2,Tech Blogs,36
2767,Rozanne Duxbury,Business,Game developer,Canada,Ontario,South River,Dell Security,55,Tech Blogs,24
2768,Susie Geroldini,Business,Game developer,United States,California,Sacramento,Dell Storage,62,Tech Blogs,6
2769,Roy Crowley,Business,Game developer,Canada,Ontario,Woodstock,Alienware,99,Tech Blogs,12
2770,Shae Jickles,Personal,Student,Canada,Ontario,Smiths Falls,Dell Security,1,Tech Blogs,12
2771,Henrieta Gipp,Business,Game developer,Canada,Ontario,Sarnia,Inspiron,88,Tech Blogs,24
2772,Hildagarde Goad,Business,Software Engineer,Canada,Ontario,Atikokan,XPS,89,Tech Blogs,12
2773,Carina Siemon,Personal,Software Engineer,United States,California,Los Angeles,Chromebook,1,Tech Blogs,6
2774,Kareem Launder,Personal,Software Engineer,Canada,Ontario,Kirkland Lake,Alienware,2,Recommendation,36
2775,Judie Godlonton,Business,Software Engineer,Canada,Ontario,Picton,XPS,89,Tech Blogs,12
2776,Olive Elcox,Personal,Chef,Canada,Ontario,Skatepark,Dell Security,2,Tech Blogs,12
2777,Kasey Aggiss,Personal,Chef,Canada,Ontario,Powassan,Dell Security,2,Tech Blogs,6
2778,Roth Jedrzejkiewicz,Personal,Student,Canada,Ontario,North Bay,Chromebook,1,Tech Blogs,24
2779,Barrie Prahm,Business,Software Engineer,United States,California,Santa Monica,Inspiron,60,Tech Blogs,36
2780,Sutton Hurtado,Business,Software Engineer,United States,California,Alhambra,Dell Security,39,Tech Blogs,6
2781,Elane McKendo,Personal,Chef,United States,California,Sacramento,Alienware,1,Social Networks,24
2782,Jessica Sickert,Business,Game developer,United States,California,Oakland,Inspiron,44,Tech Blogs,36
2783,Nita Pratt,Business,Software Engineer,United States,California,Pasadena,Alienware,51,Tech Blogs,6
2784,Davita Peye,Personal,Game developer,United States,California,Los Angeles,Dell Security,2,Tech Blogs,6
2785,Carlen Lowdeane,Personal,Game developer,Canada,Ontario,Atikokan,Dell Storage,2,Tech Blogs,36
2786,Maure Zecchini,Business,Software Engineer,United States,California,San Francisco,Dell Storage,26,Social Networks,36
2787,Carlin Mayall,Personal,Game developer,United States,California,Long Beach,XPS,1,Tech Blogs,24
2788,Orton Paff,Personal,Chef,United States,California,San Bernardino,Chromebook,1,Tech Blogs,6
2789,Kayne Depka,Personal,Software Engineer,United States,California,Santa Cruz,Inspiron,2,Tech Blogs,12
2790,Juli Ailsbury,Personal,Student,United States,California,San Diego,XPS,2,Tech Blogs,24
2791,Kore Elnaugh,Business,Software Engineer,United States,California,San Diego,Alienware,79,Tech Blogs,24
2792,Pammie Sprey,Personal,Game developer,United States,California,Los Angeles,Dell Storage,2,Tech Blogs,36
2793,Aldo Reinbech,Personal,Game developer,Canada,Ontario,St. Thomas,Dell Security,2,Tech Blogs,36
2794,Fredericka Gurwood,Business,Game developer,Canada,Ontario,Stratford,Inspiron,91,Tech Blogs,12
2795,Minnnie Semiras,Personal,Software Engineer,United States,California,Pasadena,Dell Security,2,Tech Blogs,12
2796,Marys Lawless,Business,Software Engineer,United States,California,Bakersfield,Alienware,20,Tech Blogs,12
2797,Lorenzo Dziwisz,Business,Software Engineer,United States,California,San Diego,Dell Security,73,Tech Blogs,12
2798,Gilemette Craigs,Personal,Chef,Canada,Ontario,Camlachie,Dell Security,2,Tech Blogs,36
2799,Tobye Ballinghall,Business,Game developer,Canada,Ontario,Aylmer,XPS,31,Tech Blogs,36
2800,Mikel Ragot,Business,Software Engineer,United States,California,Newport Beach,Dell Security,51,Social Networks,24
2801,Erina Lester,Personal,Software Engineer,United States,California,Sacramento,Dell Storage,2,Tech Blogs,6
2802,Martynne Breckwell,Personal,Chef,United States,California,Pasadena,Alienware,1,Tech Blogs,6
2803,Garrek Robker,Personal,Chef,United States,California,San Diego,Chromebook,1,Tech Blogs,24
2804,Pierrette Longega,Business,Game developer,United States,California,Oakland,XPS,46,Tech Blogs,6
2805,Anderson Locke,Personal,Software Engineer,United States,California,Pasadena,Dell Storage,2,Tech Blogs,36
2806,Arne Christie,Personal,Software Engineer,Canada,Ontario,London,Inspiron,1,Tech Blogs,6
2807,Justen Knightsbridge,Personal,Game developer,Canada,Ontario,Greater Napanee,Inspiron,2,Tech Blogs,24
2808,Julienne Stearndale,Business,Game developer,Canada,Ontario,Toronto,Dell Storage,87,Tech Blogs,12
2809,Rana Florio,Business,Game developer,Canada,Ontario,Petawawa,Alienware,39,Tech Blogs,24
2810,Darbie Arblaster,Business,Game developer,United States,California,San Jose,Inspiron,84,Tech Blogs,6
2811,Dwayne Bletso,Personal,Student,United States,California,Pasadena,Alienware,1,Tech Blogs,24
