id,full_name,p_b,job,country,state,city,series,no_of_units,marketing,warranty
2529,Lucinda Dennant,Personal,Game developer,United States,California,San Diego,XPS,1,Offline,6
2530,Lauren Sandercock,Business,Chef,Canada,Ontario,North Bay,Chromebook,27,Tech Blogs,36
2531,Lilith O'Dare,Business,Game developer,Canada,Ontario,Windsor,Alienware,74,Social Networks,12
2532,Patsy Suggey,Business,Game developer,United States,California,Oakland,Alienware,78,Social Networks,6
2533,Daloris Derill,Personal,Software Engineer,United States,California,Irvine,XPS,2,Tech Blogs,6
2534,Vern Stentiford,Business,Software Engineer,Canada,Ontario,Milton,XPS,23,Social Networks,24
2535,Amery Wyldbore,Personal,Game developer,Canada,Ontario,Little Current,XPS,2,Tech Blogs,12
2536,Ranice Strank,Business,Chef,United States,California,Sacramento,Chromebook,40,Recommendation,24
2537,Jaime Trassler,Personal,Chef,Canada,Ontario,Orillia,Chromebook,2,Social Networks,36
2538,Paulina Lindhe,Business,Chef,Canada,Ontario,Keswick,Chromebook,33,Social Networks,12
2539,Harp Behagg,Personal,Chef,Canada,Ontario,London,Chromebook,2,Social Networks,12
2540,Sigfried Cannicott,Personal,Chef,United States,California,Sacramento,Chromebook,2,Offline,36
2541,Adriano Forshaw,Personal,Chef,United States,California,San Jose,Chromebook,1,Social Networks,24
2542,Chip Morrall,Business,Student,United States,California,Santa Ana,Chromebook,89,Offline,24
2543,Pat Glowinski,Business,Software Engineer,Canada,Ontario,North Perth,XPS,26,Social Networks,24
2544,Rowena Muzzini,Business,Chef,United States,California,Fresno,Chromebook,64,Offline,6
2545,Axel Lincoln,Business,Game developer,United States,California,Sacramento,Alienware,60,Tech Blogs,6
2546,Barney Noone,Personal,Chef,United States,California,Mountain View,Chromebook,2,Offline,12
2547,Jeno Kingshott,Personal,Chef,Canada,Ontario,Angus,Chromebook,2,Tech Blogs,36
2548,Lynette Inchcomb,Business,Software Engineer,United States,California,San Francisco,XPS,92,Social Networks,12
2549,Lucias Scurrell,Business,Software Engineer,Canada,Ontario,Espanola,XPS,72,Social Networks,36
2550,Joly Frontczak,Business,Game developer,United States,California,Sacramento,Alienware,46,Social Networks,6
2551,Tito Stirrip,Personal,Student,United States,California,Los Angeles,Inspiron,2,Social Networks,36
2552,Mattie Boxer,Personal,Game developer,Canada,Ontario,Deep River,Alienware,2,Offline,12
2553,Helga Flewett,Business,Chef,United States,California,Oakland,Chromebook,20,Recommendation,24
2554,Zerk Weatherhogg,Personal,Chef,United States,California,Oakland,Chromebook,2,Tech Blogs,36
2555,Hamish Oakinfold,Business,Software Engineer,United States,California,Los Angeles,XPS,71,Offline,24
2556,Sabina Fiske,Personal,Chef,United States,California,San Francisco,Chromebook,2,Recommendation,12
2557,Demetra Duddle,Business,Student,United States,California,San Bernardino,Inspiron,39,Offline,12
2558,Merridie Finlry,Personal,Software Engineer,United States,California,Fresno,Servers,1,Offline,12
2559,Cherish MacCardle,Personal,Student,Canada,Ontario,Rayside-Balfour,Inspiron,2,Offline,24
2560,Giorgia Reinbach,Personal,Student,United States,California,San Jose,Inspiron,1,Offline,24
2561,Antoinette Winsley,Personal,Software Engineer,United States,California,San Diego,Servers,2,Social Networks,12
2562,Datha Bradane,Personal,Game developer,Canada,Ontario,Pembroke,Alienware,1,Offline,6
2563,Nessa Feria,Business,Student,United States,California,Bakersfield,Inspiron,87,Social Networks,24
2564,Wini Saffill,Business,Student,Canada,Ontario,Fort Erie,Inspiron,86,Social Networks,24
2565,Averell Croote,Business,Software Engineer,Canada,Ontario,Ajax,XPS,88,Recommendation,36
2566,Mable Deeves,Personal,Chef,Canada,Ontario,Kitchener,Chromebook,2,Tech Blogs,36
2567,Margret Pickston,Personal,Chef,Canada,Ontario,Petrolia,Chromebook,1,Tech Blogs,36
2568,Pansie Blurton,Personal,Software Engineer,Canada,Ontario,Barrie,XPS,1,Tech Blogs,12
2569,Araldo Rawlence,Business,Game developer,United States,California,Fresno,Alienware,32,Offline,24
2570,Flint Punchard,Personal,Student,United States,California,Oakland,Inspiron,1,Offline,12
2571,Tatum Cicero,Personal,Game developer,United States,California,Simi Valley,Alienware,2,Recommendation,36
2572,Jasmine Lofting,Personal,Student,United States,California,Orange,Inspiron,1,Recommendation,12
2573,Babs Yosifov,Business,Game developer,Canada,Ontario,Lambton Shores,Alienware,89,Recommendation,6
2574,Nanci Akast,Personal,Software Engineer,United States,California,Sacramento,Servers,1,Social Networks,36
2575,Rosalinda Flemmich,Business,Software Engineer,United States,California,San Jose,XPS,37,Recommendation,6
2576,Donn Dunderdale,Personal,Chef,United States,California,San Jose,Chromebook,1,Recommendation,6
2577,Lemuel Proffitt,Business,Software Engineer,United States,California,Inglewood,XPS,76,Tech Blogs,24
2578,Aretha Stock,Business,Student,Canada,Ontario,Mattawa,Inspiron,98,Offline,12
2579,Fabien Pegler,Personal,Student,Canada,Ontario,Midland,Inspiron,1,Tech Blogs,12
2580,Greg Beckham,Personal,Student,United States,California,Sacramento,Chromebook,1,Social Networks,12
2581,Lowell Wareing,Personal,Student,United States,California,Pasadena,Inspiron,1,Social Networks,36
2582,Fidel Marritt,Personal,Chef,United States,California,Stockton,Chromebook,2,Recommendation,24
2583,Datha Perllman,Personal,Student,United States,California,Los Angeles,Inspiron,1,Recommendation,12
2584,Ulises Lebourn,Business,Chef,Canada,Ontario,Kapuskasing,Chromebook,58,Social Networks,6
2585,Lynde Gobel,Business,Student,United States,California,Los Angeles,Inspiron,47,Tech Blogs,12
2586,Darsie Chiplin,Business,Student,United States,California,Corona,Inspiron,26,Social Networks,24
2587,Antoinette Fearne,Personal,Student,Canada,Ontario,Concord,Inspiron,1,Offline,36
2588,Karleen Cringle,Business,Student,Canada,Ontario,Renfrew,Inspiron,79,Offline,12
2589,Rourke Rigden,Business,Student,United States,California,Palmdale,Inspiron,51,Recommendation,36
2590,Brett Ebbles,Business,Chef,United States,California,Garden Grove,Chromebook,43,Recommendation,36
2591,Alta Heintsch,Business,Chef,Canada,Ontario,Owen Sound,Chromebook,45,Social Networks,24
2592,Gayler Ianitti,Personal,Game developer,United States,California,San Rafael,Alienware,2,Offline,6
2593,Ada Reeman,Business,Game developer,Canada,Ontario,Prince Edward,Alienware,58,Social Networks,12
2594,Quinta Fenty,Business,Student,Canada,Ontario,Milton,Inspiron,84,Offline,36
2595,Bernhard Jochanany,Personal,Student,United States,California,Carlsbad,Inspiron,1,Social Networks,12
2596,Sean Biasotti,Personal,Chef,United States,California,Whittier,Chromebook,2,Tech Blogs,12
2597,Jone Fernandez,Personal,Game developer,Canada,Ontario,Camlachie,Alienware,1,Social Networks,24
2598,Leonelle Melendez,Business,Chef,United States,California,Los Angeles,Chromebook,62,Tech Blogs,12
2599,Helge Blue,Business,Software Engineer,United States,California,Corona,Alienware,29,Offline,12
2600,Jone Inker,Personal,Student,United States,California,Santa Monica,Inspiron,1,Recommendation,24
2601,Liam Furber,Personal,Software Engineer,Canada,Ontario,Owen Sound,Alienware,2,Social Networks,12
2602,Roana Lodo,Personal,Student,Canada,Ontario,Willowdale,Inspiron,1,Social Networks,12
2603,Hoebart Tabb,Business,Student,United States,California,Sacramento,Inspiron,72,Recommendation,24
2604,Kirsteni Lightbown,Business,Software Engineer,United States,California,Sacramento,XPS,84,Tech Blogs,24
2605,Teresita Corrigan,Business,Game developer,United States,California,Inglewood,Alienware,50,Social Networks,24
2606,Silva Horstead,Business,Game developer,United States,California,Pasadena,Alienware,90,Social Networks,24
2607,Fernando Monk,Business,Student,United States,California,San Francisco,Inspiron,72,Tech Blogs,6
2608,Andros Trude,Personal,Software Engineer,United States,California,Inglewood,XPS,2,Social Networks,6
2609,Julie Lorenz,Business,Game developer,Canada,Ontario,Owen Sound,Alienware,60,Tech Blogs,12
2610,Cleavland Gregori,Personal,Software Engineer,Canada,Ontario,Pembroke,Alienware,1,Tech Blogs,6
2611,Rikki De Brett,Business,Game developer,United States,California,Whittier,Alienware,97,Social Networks,24
2612,Margit Danneil,Personal,Game developer,Canada,Ontario,Ajax,Alienware,1,Recommendation,12
2613,Pearline Beloe,Business,Software Engineer,Canada,Ontario,Amherstburg,XPS,23,Social Networks,6
2614,Paige Da Costa,Business,Software Engineer,Canada,Ontario,Bells Corners,XPS,40,Recommendation,12
2615,Mannie Chmarny,Business,Software Engineer,United States,California,Sacramento,Servers,47,Tech Blogs,6
2616,Casi Woodnutt,Personal,Student,United States,California,Mountain View,Chromebook,2,Social Networks,12
2617,Diarmid Ridewood,Personal,Software Engineer,United States,California,Los Angeles,XPS,2,Offline,6
2618,Neville Aindrais,Business,Chef,Canada,Ontario,Gananoque,Chromebook,69,Tech Blogs,6
2619,Jewell Quantrill,Personal,Software Engineer,Canada,Ontario,London,XPS,2,Recommendation,36
2620,Hendrick Brundale,Business,Student,Canada,Ontario,Owen Sound,Inspiron,30,Recommendation,12
2621,Corene Beatey,Personal,Game developer,United States,California,Chico,Alienware,2,Tech Blogs,6
2622,Cilka Kesteven,Business,Chef,Canada,Ontario,Lambton Shores,Chromebook,20,Recommendation,36
2623,Colman Gerren,Personal,Chef,United States,California,San Diego,Chromebook,2,Tech Blogs,24
2624,Lottie Rosin,Business,Game developer,United States,California,Sacramento,Alienware,90,Social Networks,12
2625,Hermine Atthowe,Personal,Software Engineer,Canada,Ontario,Norfolk County,XPS,1,Offline,12
2626,Morgen Pearton,Business,Student,United States,California,Los Angeles,Inspiron,69,Recommendation,36
2627,Tomas Hauch,Business,Game developer,United States,California,Bakersfield,Alienware,38,Social Networks,12
2628,Loren Conduit,Personal,Chef,United States,California,Los Angeles,Chromebook,1,Offline,12
2629,Constancia Dulake,Personal,Game developer,Canada,Ontario,Collingwood,Alienware,2,Recommendation,24
2630,Felike Cummungs,Business,Chef,Canada,Ontario,Petawawa,Chromebook,70,Offline,12
2631,Arly Kyne,Business,Chef,United States,California,San Bernardino,Chromebook,21,Social Networks,12
2632,Shena Weine,Personal,Game developer,United States,California,San Diego,Alienware,1,Tech Blogs,24
2633,Gallagher Lavell,Personal,Game developer,Canada,Ontario,Marathon,Alienware,1,Tech Blogs,12
2634,Kippy Hills,Personal,Game developer,Canada,Ontario,Parry Sound,Alienware,2,Tech Blogs,36
2635,Emelyne Dunrige,Personal,Student,United States,California,Sacramento,Inspiron,2,Social Networks,12
2636,Padget Airth,Personal,Software Engineer,United States,California,Sacramento,XPS,1,Recommendation,12
2637,Inga Ormiston,Personal,Student,United States,California,San Jose,Inspiron,2,Social Networks,36
2638,Kassey Killik,Personal,Chef,Canada,Ontario,Hanover,Chromebook,1,Social Networks,12
2639,Dorothea Crutch,Business,Student,United States,California,Long Beach,Inspiron,100,Recommendation,24
2640,Barris Rogerot,Personal,Software Engineer,United States,California,Corona,XPS,2,Recommendation,12
2641,Elsworth Brittles,Personal,Game developer,Canada,Ontario,Ingersoll,Alienware,2,Social Networks,12
2642,Devora Becker,Business,Student,Canada,Ontario,Peterborough,Inspiron,48,Offline,12
2643,Gilly Rowney,Personal,Chef,United States,California,Sacramento,Chromebook,1,Tech Blogs,24
2644,Sibella Dudden,Business,Software Engineer,Canada,Ontario,Pembroke,XPS,66,Recommendation,6
2645,Carmina Gilston,Personal,Game developer,United States,California,Los Angeles,Alienware,1,Offline,6
2646,Michal Jacox,Personal,Chef,United States,California,Orange,Chromebook,2,Social Networks,24
2647,Morgan Jerrim,Personal,Software Engineer,Canada,Ontario,Marathon,Alienware,1,Social Networks,12
2648,Dusty Rosso,Business,Game developer,United States,California,San Jose,Alienware,29,Tech Blogs,6
2649,Gilli Street,Business,Game developer,United States,California,San Diego,Alienware,51,Offline,36
2650,Randolph Oakinfold,Business,Chef,Canada,Ontario,Willowdale,Chromebook,53,Social Networks,6
2651,Benoite Duguid,Personal,Chef,Canada,Ontario,Barrie,Chromebook,2,Tech Blogs,12
2652,Roxana Lafferty,Personal,Chef,United States,California,Fresno,Chromebook,1,Offline,12
2653,Otho Pritchitt,Personal,Software Engineer,United States,California,San Diego,Servers,2,Recommendation,36
2654,Atalanta Gronaver,Personal,Student,Canada,Ontario,Marathon,Inspiron,1,Social Networks,36
2655,Sherwin Entres,Personal,Software Engineer,Canada,Ontario,Skatepark,Alienware,1,Social Networks,12
2656,Lincoln Brasner,Personal,Chef,United States,California,Pasadena,Chromebook,2,Tech Blogs,6
2657,Kimberlyn Picken,Business,Game developer,United States,California,San Jose,Alienware,34,Tech Blogs,6
2658,Gloriana Croser,Personal,Chef,United States,California,San Diego,Chromebook,1,Offline,6
2659,Shae Rosell,Personal,Software Engineer,Canada,Ontario,Kirkland Lake,XPS,1,Social Networks,24
2660,Darline Shivell,Personal,Chef,Canada,Ontario,Powassan,Chromebook,2,Social Networks,12
2661,Gregorio Tift,Business,Game developer,United States,California,San Francisco,XPS,75,Recommendation,36
2662,Cinda Radloff,Personal,Software Engineer,Canada,Ontario,Orillia,XPS,2,Offline,6
2663,Karna Sloyan,Personal,Game developer,United States,California,Fullerton,Inspiron,1,Offline,6
2664,Hillier Featherstonehaugh,Personal,Chef,United States,California,Santa Ana,Chromebook,2,Recommendation,36
2665,Brigham Smiley,Business,Student,United States,California,Stockton,Inspiron,96,Offline,6
2666,Mariann Corbet,Personal,Game developer,Canada,Ontario,Pembroke,Alienware,2,Recommendation,36
2667,Jens Gadsby,Business,Student,United States,California,Santa Cruz,Inspiron,28,Offline,24
2668,Sheena Kybert,Personal,Game developer,United States,California,Garden Grove,Alienware,2,Recommendation,24
2669,Lorne Leeming,Business,Game developer,United States,California,Simi Valley,Alienware,44,Tech Blogs,12
2670,Babbie Mansour,Personal,Student,United States,California,Fresno,Inspiron,2,Tech Blogs,6
2671,Adrianna Moretto,Business,Software Engineer,United States,California,Sacramento,XPS,58,Tech Blogs,12
2672,Bobina Darington,Business,Chef,United States,California,Whittier,Chromebook,57,Social Networks,12
2673,Patrice O'Spillane,Business,Student,Canada,Ontario,Kirkland Lake,Inspiron,80,Tech Blogs,24
2674,Hugo Angeli,Personal,Game developer,United States,California,Pasadena,Alienware,2,Social Networks,36
2675,Currie Mieville,Personal,Software Engineer,Canada,Ontario,Norfolk County,Alienware,1,Tech Blogs,24
2676,Teodoor Verdy,Personal,Chef,United States,California,Los Angeles,Chromebook,1,Tech Blogs,12
2677,Madalyn Recke,Business,Game developer,Canada,Ontario,Casselman,Alienware,65,Recommendation,36
2678,Trevor Gitthouse,Personal,Software Engineer,United States,California,Van Nuys,Servers,2,Social Networks,24
2679,Corly Feather,Business,Game developer,Canada,Ontario,St. Catharines,Alienware,46,Offline,24
2680,Abdul Blennerhassett,Personal,Game developer,United States,California,Sunnyvale,Alienware,1,Recommendation,6
2681,Roselia Brotherton,Business,Game developer,United States,California,Fullerton,Alienware,33,Recommendation,6
2682,Lucien Pomfret,Business,Software Engineer,United States,California,Los Angeles,Servers,65,Offline,6
2683,Larissa Tolland,Personal,Game developer,United States,California,Garden Grove,Alienware,2,Tech Blogs,6
2684,Fan Jennison,Business,Software Engineer,United States,California,Pasadena,Alienware,25,Tech Blogs,6
2685,Blanche Mathewes,Business,Student,United States,California,San Diego,Inspiron,99,Recommendation,6
2686,Hallsy Massinger,Business,Game developer,United States,California,Santa Barbara,XPS,76,Offline,6
2687,Sheelah Orrill,Business,Software Engineer,United States,California,Bakersfield,Servers,100,Recommendation,12
2688,Mireielle Cotman,Business,Game developer,United States,California,Stockton,Alienware,43,Offline,6
2689,Dorisa Nutman,Personal,Game developer,United States,California,Santa Cruz,Alienware,2,Recommendation,12
2690,Janey Chidlow,Personal,Student,Canada,Ontario,Owen Sound,Inspiron,1,Offline,12
2691,Amandie Pedri,Personal,Chef,Canada,Ontario,Clarence-Rockland,Chromebook,2,Recommendation,36
2692,Sandye Weld,Personal,Software Engineer,United States,California,Oakland,XPS,2,Offline,6
2693,Becky McVicker,Personal,Student,Canada,Ontario,Ottawa,Inspiron,2,Social Networks,12
2694,Curr Vinecombe,Business,Software Engineer,Canada,Ontario,Hanover,XPS,63,Recommendation,24
2695,Adaline Bridgestock,Business,Student,United States,California,Chico,Inspiron,37,Offline,36
2696,Edik Kynman,Personal,Game developer,United States,California,San Diego,Alienware,1,Tech Blogs,6
2697,Herve Coneybeer,Personal,Chef,United States,California,Pasadena,Chromebook,1,Offline,12
2698,Maxie Goosey,Personal,Student,United States,California,San Jose,Inspiron,2,Recommendation,12
2699,Karel Tohill,Personal,Game developer,Canada,Ontario,Ottawa,Alienware,2,Tech Blogs,24
2700,Gaspard Buret,Business,Student,United States,California,San Jose,Inspiron,88,Recommendation,36
2701,Felice Quare,Personal,Chef,United States,California,San Francisco,Chromebook,1,Offline,6
2702,Gianni Blezard,Personal,Chef,United States,California,Pasadena,Chromebook,2,Social Networks,36
2703,Ferdinand Beauman,Personal,Software Engineer,United States,California,San Jose,XPS,2,Recommendation,36
2704,Burton Borres,Personal,Chef,Canada,Ontario,Skatepark,Chromebook,2,Tech Blogs,12
2705,Rosy Edmondson,Personal,Software Engineer,Canada,Ontario,Ingersoll,XPS,1,Tech Blogs,36
2706,Kyle Gallamore,Personal,Software Engineer,United States,California,Whittier,Servers,1,Tech Blogs,12
2707,Eleanore Saladine,Business,Chef,Canada,Ontario,Thorold,Chromebook,27,Offline,24
2708,Patric Ranklin,Business,Student,Canada,Ontario,Midland,XPS,65,Social Networks,6
2709,Pippo Loynton,Personal,Student,United States,California,San Diego,Inspiron,2,Social Networks,24
2710,Hastie Atterbury,Personal,Chef,United States,California,Santa Monica,Chromebook,1,Offline,6
2711,Darrell Prowting,Personal,Game developer,United States,California,Bakersfield,Alienware,1,Offline,6
2712,Bartel Daftor,Business,Game developer,United States,California,Long Beach,Alienware,53,Offline,6
2713,Verne Heers,Business,Software Engineer,Canada,Ontario,Brampton,XPS,63,Offline,24
2714,Pepe Dorking,Business,Software Engineer,United States,California,San Bernardino,XPS,25,Tech Blogs,12
2715,Elroy Tinghill,Business,Chef,United States,California,Pasadena,Chromebook,20,Recommendation,12
2716,Crysta Dorre,Business,Student,Canada,Ontario,North Bay,Inspiron,52,Offline,6
2717,Abagail Chalice,Personal,Student,Canada,Ontario,Stratford,Inspiron,1,Tech Blogs,24
2718,Cullie Nockells,Personal,Chef,Canada,Ontario,Stratford,Chromebook,2,Tech Blogs,24
2719,Onfre Rockcliffe,Personal,Game developer,Canada,Ontario,Dorchester,Alienware,1,Recommendation,24
2720,Flossie Rate,Business,Student,Canada,Ontario,Prince Edward,Inspiron,33,Social Networks,36
2721,Lorianne Whetland,Business,Software Engineer,United States,California,Inglewood,Servers,70,Social Networks,36
2722,Lora Dade,Business,Game developer,Canada,Ontario,Atikokan,Alienware,93,Tech Blogs,12
2723,Jena Emsden,Personal,Student,Canada,Ontario,Port Colborne,Inspiron,2,Social Networks,24
2724,Cliff Stacy,Business,Student,Canada,Ontario,Peterborough,Inspiron,28,Offline,12
2725,Rina Causley,Personal,Chef,Canada,Ontario,Pembroke,Chromebook,2,Recommendation,36
2726,Kittie Hallas,Business,Student,United States,California,Fresno,Inspiron,87,Offline,24
2727,Belva Jendas,Personal,Chef,Canada,Ontario,Owen Sound,Chromebook,1,Tech Blogs,24
2728,Ora Pegler,Personal,Chef,United States,California,Santa Cruz,Chromebook,1,Social Networks,12
2729,Debra Lowrie,Personal,Student,United States,California,Fullerton,Inspiron,2,Tech Blogs,12
2730,Alric Figgures,Personal,Software Engineer,United States,California,Sacramento,XPS,2,Offline,6
2731,Jacintha Pigdon,Business,Student,Canada,Ontario,Gananoque,Inspiron,38,Offline,6
2732,Shayna Fevier,Personal,Student,Canada,Ontario,Brampton,Inspiron,1,Social Networks,36
2733,Valli Claw,Business,Student,Canada,Ontario,Marathon,Chromebook,39,Social Networks,36
2734,Kit Cluley,Personal,Software Engineer,United States,California,Stockton,XPS,2,Tech Blogs,36
2735,Alexi Huffa,Personal,Game developer,Canada,Ontario,Camlachie,Alienware,1,Tech Blogs,24
2736,Nanci Golde,Business,Game developer,United States,California,Sacramento,Alienware,66,Recommendation,24
2737,Conway Nellis,Business,Game developer,Canada,Ontario,Ingersoll,XPS,42,Offline,36
2738,Enrico Buddles,Business,Student,United States,California,San Diego,Inspiron,52,Tech Blogs,12
2739,Sanford Scones,Personal,Game developer,Canada,Ontario,Hearst,Alienware,2,Tech Blogs,12
2740,Kayle Dallywater,Personal,Student,United States,California,Fresno,Inspiron,2,Offline,36
2741,Verina Treadgear,Personal,Chef,United States,California,Pasadena,Chromebook,1,Recommendation,36
2742,Myrwyn Messam,Business,Student,United States,California,Santa Barbara,Inspiron,92,Social Networks,6
2743,Talya Snelgar,Business,Student,Canada,Ontario,Dorchester,Inspiron,26,Recommendation,36
2744,Lynette O'Fallowne,Personal,Software Engineer,Canada,Ontario,Stratford,Servers,1,Offline,24
2745,Stu Wollacott,Personal,Student,Canada,Ontario,Kingston,Inspiron,1,Social Networks,36
2746,Norby Humbell,Personal,Game developer,United States,California,Fullerton,Alienware,2,Social Networks,12
2747,Manon Ferrarone,Personal,Student,Canada,Ontario,London,Inspiron,2,Recommendation,24
2748,Mathilda Stollen,Personal,Game developer,Canada,Ontario,Aylmer,XPS,2,Social Networks,12
2749,Taffy Fynes,Business,Chef,United States,California,Sunnyvale,Chromebook,66,Tech Blogs,12
2750,Annis Glendining,Personal,Software Engineer,United States,California,Inglewood,XPS,2,Recommendation,36
2751,Clemence Hulmes,Personal,Chef,Canada,Ontario,Parry Sound,Chromebook,1,Social Networks,6
2752,Tiffie Jameson,Business,Game developer,United States,California,Torrance,Alienware,30,Tech Blogs,6
2753,Niels Ridgway,Personal,Chef,United States,California,Pasadena,Chromebook,2,Social Networks,36
2754,Moria Senussi,Personal,Game developer,United States,California,Sacramento,Inspiron,1,Tech Blogs,6
2755,Sally Vannuccini,Business,Student,United States,California,San Bernardino,Inspiron,74,Recommendation,12
2756,Myrah Hurton,Business,Software Engineer,Canada,Ontario,Waterloo,XPS,71,Offline,12
2757,Bea Izkovici,Personal,Chef,United States,California,Sacramento,Chromebook,2,Social Networks,24
2758,Berry Everex,Business,Student,United States,California,San Francisco,Inspiron,22,Recommendation,24
2759,Maxie Torricina,Personal,Game developer,United States,California,Stockton,Alienware,1,Offline,6
2760,Briant Potier,Personal,Chef,Canada,Ontario,North York,Chromebook,2,Tech Blogs,36
2761,Gerik Lefeaver,Personal,Student,Canada,Ontario,Napanee Downtown,Inspiron,2,Tech Blogs,36
2762,Murvyn Astbury,Business,Chef,United States,California,Fullerton,Chromebook,96,Recommendation,12
2763,Marybeth Pinson,Business,Student,India,Andhra Pradesh,Agraharam,Inspiron,70,Tech Blogs,6
2764,Errol Fellenor,Personal,Game developer,United States,California,San Diego,Alienware,1,Tech Blogs,24
2765,Alane Rodda,Business,Chef,United States,California,Pasadena,Chromebook,81,Tech Blogs,36
2766,Rana Kermeen,Business,Game developer,United States,California,Sacramento,Alienware,65,Offline,6
2767,Gracie Shrubb,Personal,Chef,United States,California,Los Angeles,Chromebook,1,Tech Blogs,36
2768,Wyndham Jeffries,Personal,Chef,Canada,Ontario,Markham,Chromebook,2,Offline,36
2769,Kimmi Davidovics,Personal,Software Engineer,Canada,Ontario,Thorold,XPS,1,Recommendation,12
2770,Thaddeus Simeoni,Personal,Chef,Canada,Ontario,Carleton Place,Chromebook,1,Social Networks,6
2771,Frederica Crewe,Personal,Chef,United States,California,Los Angeles,Chromebook,1,Tech Blogs,6
2772,Nevins Flewitt,Personal,Game developer,Canada,Ontario,Ingersoll,Alienware,1,Offline,36
2773,Millisent Dalziel,Personal,Student,Canada,Ontario,Willowdale,Inspiron,2,Social Networks,12
2774,Babette Arrighini,Business,Chef,United States,California,Los Angeles,Chromebook,24,Social Networks,12
2775,Karola Jeffryes,Personal,Game developer,United States,California,Alhambra,Alienware,1,Offline,12
2776,Nikolaos Greeves,Personal,Student,Canada,Ontario,Camlachie,Inspiron,2,Recommendation,12
2777,Eugenio Wellsman,Business,Game developer,Canada,Ontario,Thessalon,Alienware,99,Offline,12
2778,Isabella Mowsley,Business,Chef,Canada,Ontario,Atikokan,Chromebook,54,Offline,12
2779,Bryn Atkin,Personal,Software Engineer,Canada,Ontario,Timmins,XPS,1,Social Networks,24
2780,Alfred Rhucroft,Business,Game developer,United States,California,Anaheim,Alienware,88,Recommendation,24
2781,Melvin Hendriksen,Business,Student,United States,California,San Francisco,Inspiron,43,Offline,6
2782,Anstice Redgate,Personal,Chef,United States,California,Huntington Beach,Chromebook,1,Social Networks,24
2783,Arnuad Phillins,Personal,Chef,United States,California,San Jose,Chromebook,2,Tech Blogs,24
2784,Chic Kidney,Personal,Student,India,Andhra Pradesh,Agraharam,Inspiron,2,Social Networks,36
2785,Lavinia Simms,Business,Student,Canada,Ontario,Arnprior,Inspiron,99,Social Networks,36
2786,Gasparo Cobby,Business,Student,United States,California,Palmdale,Inspiron,73,Recommendation,24
2787,Torry Soldi,Personal,Game developer,Canada,Ontario,Woodstock,XPS,1,Tech Blogs,12
2788,Juliette Woolner,Personal,Software Engineer,United States,California,Oakland,Servers,2,Recommendation,24
2789,Jordan Apple,Personal,Chef,Canada,Ontario,Milton,Chromebook,1,Social Networks,6
2790,Guy Burg,Business,Chef,United States,California,Long Beach,Chromebook,27,Offline,12
2791,Marci McGee,Business,Student,Canada,Ontario,Hanover,Chromebook,78,Offline,12
2792,Zerk Yearsley,Personal,Chef,Canada,Ontario,Orillia,Chromebook,2,Recommendation,12
2793,Deanne Millan,Business,Chef,Canada,Ontario,Port Colborne,Chromebook,38,Recommendation,24
2794,Eliot Bernlin,Personal,Software Engineer,United States,California,Whittier,Alienware,2,Offline,12
2795,Gratiana Copnell,Personal,Software Engineer,United States,California,Garden Grove,XPS,2,Tech Blogs,12
2796,Lyndsay McGivena,Personal,Chef,United States,California,Orange,Chromebook,1,Recommendation,36
2797,Jojo Mungane,Business,Software Engineer,United States,California,Pasadena,XPS,47,Tech Blogs,36
2798,Shepperd Eronie,Personal,Student,United States,California,Inglewood,Inspiron,1,Offline,24
2799,Benjamin Witterick,Personal,Software Engineer,United States,California,Oakland,XPS,2,Social Networks,6
2800,Jud Carlon,Business,Chef,Canada,Ontario,Angus,Chromebook,53,Recommendation,24
2801,Felipa Knapman,Personal,Student,United States,California,Fresno,Inspiron,2,Offline,24
2802,Jillian Boeter,Business,Game developer,United States,California,San Francisco,XPS,77,Offline,12
2803,Maximilianus Pahl,Business,Game developer,Canada,Ontario,Deep River,Alienware,97,Recommendation,24
2804,Lorenza Bartolomeo,Personal,Student,Canada,Ontario,Bancroft,Inspiron,1,Offline,12
2805,Maximo Attiwill,Business,Chef,Canada,Ontario,Norfolk County,Chromebook,30,Recommendation,24
2806,Amaleta Ivoshin,Business,Student,United States,California,Mountain View,Inspiron,31,Recommendation,12
2807,Erminia Bridson,Personal,Software Engineer,United States,California,Fresno,Servers,2,Social Networks,6
2808,Sabrina Wolverson,Business,Chef,United States,California,Garden Grove,Chromebook,52,Recommendation,6
2809,Kelsey Shaw,Personal,Chef,Canada,Ontario,Bells Corners,Chromebook,2,Recommendation,24
2810,Sibyl MacGuigan,Personal,Software Engineer,United States,California,Bakersfield,Alienware,1,Social Networks,36
2811,Allayne Marval,Business,Software Engineer,Canada,Ontario,Windsor,Alienware,69,Social Networks,6
2812,Astrix Rotherham,Personal,Software Engineer,Canada,Ontario,Oakville,Alienware,2,Offline,6
2813,Shandeigh Labes,Personal,Chef,United States,California,Oceanside,Chromebook,2,Offline,12
2814,Stevy Guerrazzi,Personal,Chef,Canada,Ontario,Oakville,Chromebook,1,Recommendation,24
2815,Karlene Caird,Business,Software Engineer,Canada,Ontario,Brant,Servers,72,Offline,12
2816,Reynolds Blissitt,Business,Chef,Canada,Ontario,Iroquois Falls,Chromebook,92,Recommendation,12
